eid,subject,date,n_rois,_acronyms,roi_ids,GC_label
92c2df9c-4f5a-4f2f-904a-d180ff613310,ZFM-06268,2023-10-16,1,['LC'],[0],
638f8709-f0c4-458c-b615-578e00cb5787,ZFM-06268,2023-10-17,1,['LC'],[0],
552c22b4-a7c5-4b52-ad12-fd3420c1cee2,ZFM-06268,2023-10-18,1,['LC'],[0],
46ea3274-bb12-4f39-b6e8-f37954b0cc62,ZFM-06268,2023-10-19,1,['LC'],[0],
7c755f94-e46f-4a4a-b27c-0985f234cda2,ZFM-06268,2023-10-21,1,['LC'],[0],
6d22ff85-8983-4ce8-843c-46f6bc2f521f,ZFM-06268,2023-10-24,1,['LC'],[0],
713c525a-0ab8-4414-8987-984a9bdb8684,ZFM-06268,2023-11-28,1,['LC'],[0],
f3110994-6cdb-460c-96c4-24846b90d50c,ZFM-06268,2023-11-30,1,['LC'],[0],
55515199-3e80-496d-a338-0c06b2abc780,ZFM-06268,2023-12-27,1,['LC'],[0],
91fe7b53-5172-4df3-9985-3d002c5a23a4,ZFM-06268,2024-01-18,1,['LC'],[0],
5405b85f-5e4f-4ca9-a771-990c5e9baf43,ZFM-06268,2024-01-19,1,['LC'],[0],
2fb7bff6-3e76-4b78-bc5c-a3dc697d419e,ZFM-06268,2024-01-24,1,['LC'],[0],
d4bec9fb-6f78-4608-861d-bf7e79c6088c,ZFM-06271,2023-07-11,1,['LC'],[0],
a0b2d572-b3a1-4f13-be2a-ad9a8c95a428,ZFM-06271,2023-07-12,1,['LC'],[0],
ba8d0a39-b96c-4178-a82b-24cc720c7ab9,ZFM-06271,2023-07-13,1,['LC'],[0],
c4657551-607e-42c9-92e6-58968130e6ae,ZFM-06271,2023-07-14,1,['LC'],[0],
96b09f01-ca84-4704-8123-6055d642c80e,ZFM-06271,2023-07-17,1,['LC'],[0],
8a312611-e4b1-403e-a4d3-7ba4e4af61c5,ZFM-06271,2023-07-21,1,['LC'],[0],
d7a52ed0-26c8-4143-bd41-9238c89f36d1,ZFM-06271,2023-07-25,1,['LC'],[0],
eba018ce-ff43-439f-9584-e5353d7d1f52,ZFM-06271,2023-08-15,1,['LC'],[0],
72c11658-a04e-47d3-aa62-9986be55e075,ZFM-06271,2023-08-16,1,['LC'],[0],
aca5341f-3fcd-4743-a02b-d108b584f8b7,ZFM-06271,2023-08-17,1,['LC'],[0],
21c5fdbc-1964-484f-8925-c71891610041,ZFM-06271,2023-08-18,1,['LC'],[0],
565d5eb0-3d6f-4452-aeeb-a7b18632a39d,ZFM-06271,2023-08-23,1,['LC'],[0],
be10878f-e771-43fe-b97a-0fa003b0feda,ZFM-06271,2023-08-24,1,['LC'],[0],
75c4a165-4976-4239-8fa1-55be9662a0f3,ZFM-06271,2023-08-25,1,['LC'],[0],
bb9743ad-c0ed-43a7-9cb7-55eae804c987,ZFM-06271,2023-08-28,1,['LC'],[0],
4ace088c-33d3-4b8f-b49b-ec3ef64f3273,ZFM-06271,2023-08-29,1,['LC'],[0],
17fe03c2-1d28-48ae-8301-1089742b8176,ZFM-06271,2023-08-31,1,['LC'],[0],
4d056e4e-1285-43fe-b9b6-b9f414bd808e,ZFM-06271,2023-09-05,1,['LC'],[0],
d5da19e8-a98b-4955-bba2-6b8482cba499,ZFM-06271,2023-09-08,1,['LC'],[0],
7bb4a9ff-edaf-4caa-acdf-30e372aca5b4,ZFM-06271,2023-09-13,1,['LC'],[0],
c897ae0b-2500-4366-afe4-9d9ee52e5268,ZFM-06271,2023-09-14,1,['LC'],[0],
212839a1-414c-42de-9571-e3183e8d9368,ZFM-06271,2023-09-15,1,['LC'],[0],
cfd821cc-0c1f-4f79-bb1d-632919a72574,ZFM-06271,2023-09-20,1,['LC'],[0],
59bf936a-9982-4dc4-aee7-9e30ae168894,ZFM-06271,2023-09-28,1,['LC'],[0],
f74e4047-dc08-4f3e-aef3-76f7e2ac38f9,ZFM-06271,2023-10-04,1,['LC'],[0],
a2f479f2-f706-4014-8513-12633e3271cb,ZFM-06271,2023-10-05,1,['LC'],[0],
aab283e2-b824-4dc8-8045-2307512dd057,ZFM-06271,2023-10-10,1,['LC'],[0],
77dc3d08-79a9-4e84-b9a7-e180c6d62cbc,ZFM-06271,2023-10-16,1,['LC'],[0],
81ee5635-9512-41c4-abca-f426df58a290,ZFM-06271,2023-10-17,1,['LC'],[0],
832c133f-bca6-4a14-9777-dc298fbe7c23,ZFM-06271,2023-10-18,1,['LC'],[0],
a9c3231c-f747-4a1b-80e0-bbcd5c6df16b,ZFM-06271,2023-10-19,1,['LC'],[0],
8ccaf6ee-a577-4055-b6f3-e3ed012175d4,ZFM-06271,2023-10-21,1,['LC'],[0],
c9df7e11-22b5-4db2-9986-3af3f6af9165,ZFM-06271,2023-11-04,1,['LC'],[0],
0fd1e093-a9eb-404a-a592-de4c5cb18b64,ZFM-06271,2023-11-29,1,['LC'],[0],
8e1f265b-f4bc-4b84-b1f7-0b36d2e9cd90,ZFM-06271,2023-12-05,1,['LC'],[0],
b6bb7a40-d838-47e8-986d-2e5a9a2fa77a,ZFM-06271,2023-12-28,1,['LC'],[0],
a98de948-35f5-411b-b709-d4cc9fece205,ZFM-06271,2024-01-16,1,['LC'],[0],
ef2181fe-7223-4db3-88dd-22bb7e26c52b,ZFM-06271,2024-01-17,1,['LC'],[0],
f0f9a9f5-61b4-494a-b123-97eda031ca3e,ZFM-06272,2023-07-11,2,['LC'],"[0, 1]",
3966a4e3-233a-4915-abcb-0fec2466d04c,ZFM-06272,2023-07-12,2,['LC'],"[0, 1]",
bbfe7d98-c200-4d7f-9d58-cc65b366d012,ZFM-06272,2023-07-13,2,['LC'],"[0, 1]",
c3583d46-7d56-42fc-ac63-886b39c45eb6,ZFM-06272,2023-07-14,2,['LC'],"[0, 1]",
a0cf75ac-84c1-41d5-9d4c-4bf2f1614e69,ZFM-06272,2023-07-17,2,['LC'],"[0, 1]",
9a0500ac-eada-463b-8481-125d470f9279,ZFM-06272,2023-07-21,2,['LC'],"[0, 1]",
121f90b8-5f45-4652-83b1-ccb5948f211e,ZFM-06272,2023-08-14,2,['LC'],"[0, 1]",
a2306ee2-d845-4b73-abf0-cf1faf35be7d,ZFM-06272,2023-08-15,2,['LC'],"[0, 1]",
fce39ff5-4db1-4a1b-8cd6-265e5b1474ab,ZFM-06272,2023-08-16,2,['LC'],"[0, 1]",
03804e69-1924-47f4-8cb7-6312ab24305d,ZFM-06272,2023-08-17,2,['LC'],"[0, 1]",
90585e8c-c2a9-4249-a836-2e00f876ee4c,ZFM-06272,2023-08-18,2,['LC'],"[0, 1]",
3ee8d25d-6b93-47fb-afec-3417d2bd788a,ZFM-06272,2023-09-05,2,['LC'],"[0, 1]",
6f224adf-e791-4255-b6ab-e4e1f059813a,ZFM-06272,2023-09-08,2,['LC'],"[0, 1]",
80a763f5-54a1-4dfb-b2a3-6773adc88959,ZFM-06272,2023-09-13,2,['LC'],"[0, 1]",
e8685096-7c74-4734-bb74-f042c745d0ae,ZFM-06272,2023-09-14,2,['LC'],"[0, 1]",
5b2357b4-ec9f-4143-b563-f85e6dbf2f5d,ZFM-06272,2023-09-20,2,['LC'],"[0, 1]",
f12dfd3d-147a-4e3f-bbd0-5db521889ae5,ZFM-06272,2023-10-04,2,['LC'],"[0, 1]",
e1e48c2e-55f4-4390-a0b3-2ff6b85e736d,ZFM-06272,2023-10-05,3,['LC'],"[0, 1, 2]",
edc165cf-fe4b-4fa9-901c-155762148a7b,ZFM-06272,2023-10-10,2,['LC'],"[0, 1]",
9297ece6-3037-4527-93c4-014263ae382a,ZFM-06272,2023-10-16,2,['LC'],"[0, 1]",
f039e269-52c4-451f-9486-0d452b9adc82,ZFM-06272,2023-10-18,2,['LC'],"[0, 1]",
61969717-b11a-4bbf-867c-519239ddf150,ZFM-06272,2023-11-04,2,['LC'],"[0, 1]",
987ef08d-529a-409b-b463-cd66d708894f,ZFM-06272,2024-01-16,2,['LC'],"[0, 1]",
363edc30-abad-496b-96e3-3c81b3a106df,ZFM-06272,2024-01-17,2,['LC'],"[0, 1]",
fa497c30-4a3a-47db-a0bf-184207418499,ZFM-06272,2024-01-18,2,['LC'],"[0, 1]",
67d81531-0679-496e-816f-410180645f65,ZFM-06272,2024-01-19,2,['LC'],"[0, 1]",
69fe2bf9-e52b-4b5e-8a6d-3c3f95d25d0a,ZFM-06272,2024-01-24,2,['LC'],"[0, 1]",
b3f33e6f-7e93-4a52-a49d-0f95bdd11e9a,ZFM-06275,2023-07-11,2,['LC'],"[0, 1]",
d59084b8-6b52-492c-bb5f-5a5ca38ab2ed,ZFM-06275,2023-07-12,2,['LC'],"[0, 1]",
82ea7603-9a8f-46de-83e4-bf748236a532,ZFM-06275,2023-07-13,2,['LC'],"[0, 1]",
7898a185-7a41-417d-a436-8248df0d7ef9,ZFM-06275,2023-07-14,2,['LC'],"[0, 1]",
335bf327-e26a-41d1-9346-58a9fbf73548,ZFM-06275,2023-07-17,2,['LC'],"[0, 1]",
f7b15251-171d-4815-a09d-03e7df86238b,ZFM-06275,2023-07-24,2,['LC'],"[0, 1]",
2aea6071-0e98-49a2-9b2a-ddd872af28c0,ZFM-06275,2023-07-25,2,['LC'],"[0, 1]",
e5559ea6-fef3-4e68-8b01-545e960b3f59,ZFM-06275,2023-08-15,2,['LC'],"[0, 1]",
6ab97659-457d-4dd3-9d4e-da2637490d34,ZFM-06275,2023-08-16,2,['LC'],"[0, 1]",
3e38c877-e895-4374-ac41-73bf38864660,ZFM-06275,2023-08-17,2,['LC'],"[0, 1]",
f3f8b291-e43e-442c-a5ec-53083bf4de4f,ZFM-06275,2023-08-18,2,['LC'],"[0, 1]",
330e68e3-d15b-4513-9272-0c3b365e3c4c,ZFM-06275,2023-08-31,2,['LC'],"[0, 1]",
c1887d38-9d0a-4760-a89a-a611e03dbd44,ZFM-06275,2023-09-05,2,['LC'],"[0, 1]",
b1615789-6454-4fd5-8302-72f588ac7520,ZFM-06275,2023-09-08,2,['LC'],"[0, 1]",
b003b35e-0896-47aa-832b-4da23dd4aa70,ZFM-06275,2023-09-13,2,['LC'],"[0, 1]",
47c02dcc-337b-4964-937f-39928c057fff,ZFM-06275,2023-09-18,2,['LC'],"[0, 1]",
aa806292-e871-4ca1-b7c3-aebc786609ec,ZFM-06275,2023-09-20,2,['LC'],"[0, 1]",
28826a8d-b70e-4b36-8458-bb4a3ffe20c8,ZFM-06275,2023-10-04,2,['LC'],"[0, 1]",
5d25672d-f9c2-4f05-ace1-7414e25e049e,ZFM-06275,2023-10-05,2,['LC'],"[0, 1]",
f00f4182-58b3-4a66-a18b-e1b199de03c6,ZFM-06275,2023-10-06,2,['LC'],"[0, 1]",
5ea8acd2-e366-49c6-8777-852a2c83f66f,ZFM-06275,2023-10-18,2,['LC'],"[0, 1]",
78232d19-7ec2-4817-9b1d-3abc53aa85f9,ZFM-06275,2023-10-21,2,['LC'],"[0, 1]",
3bbadaff-290e-4cd2-bc7a-0e1a07388136,ZFM-06275,2024-01-09,1,['LC'],[0],
46dfe777-b0af-4aa6-b84e-cc030bb61e9f,ZFM-06275,2024-01-10,2,['LC'],"[0, 1]",
8eac586e-7e81-4430-b3a4-7a1412adf39d,ZFM-06275,2024-01-11,2,['LC'],"[0, 1]",
8743fc31-2886-4505-89c4-873338f09143,ZFM-06275,2024-01-12,2,['LC'],"[0, 1]",
e8b7d6e0-8a6b-4f17-a2f2-ffbb886bc06a,ZFM-06275,2024-01-15,2,['LC'],"[0, 1]",
0a64126d-a149-4d28-80d8-00a5ca60c681,ZFM-06275,2024-01-16,2,['LC'],"[0, 1]",
eb104880-b863-4452-8c1f-44fa372fbe62,ZFM-06275,2024-01-17,2,['LC'],"[0, 1]",
bcc2419f-f50e-4a2a-9c67-fef434a7be0b,ZFM-06275,2024-01-18,2,['LC'],"[0, 1]",
974a8a32-2156-4250-b9db-4298fc8daa65,ZFM-06275,2024-01-19,2,['LC'],"[0, 1]",
0f4f1c75-5163-479a-b20d-5b77d5dbf9bc,ZFM-06275,2024-01-24,2,['LC'],"[0, 1]",
a6298862-d6ab-4c5f-9d5b-e88eee7d9569,ZFM-06305,2023-07-19,1,['SI'],[0],
cb7d4951-a7fc-46d1-9e78-6a43d5a576e4,ZFM-06305,2023-07-24,2,['SI'],"[0, 1]",
8b9f9da7-0310-4181-963f-d917db08549e,ZFM-06305,2023-07-25,2,['SI'],"[0, 1]",
f652f72e-1f84-46e4-b417-dc3ff166b392,ZFM-06305,2023-08-15,2,['SI'],"[0, 1]",
238e79e5-40b2-407a-9013-c85ed24fcd5f,ZFM-06305,2023-08-16,2,['SI'],"[0, 1]",
c92ca0dc-6922-4c32-8bec-52f93e17bfb0,ZFM-06305,2023-08-17,2,['SI'],"[0, 1]",
93d7e597-05bb-4d8f-93fc-58da4c5abda7,ZFM-06305,2023-08-18,2,['SI'],"[0, 1]",
a2f74a7f-1b6f-451f-aeda-4f8d3e7c8113,ZFM-06305,2023-08-23,2,['SI'],"[0, 1]",
c8089c50-4f66-4fec-907d-f846cc81b180,ZFM-06305,2023-08-24,2,['SI'],"[0, 1]",
5b54b2c2-22ce-4d25-a1cd-2e611367b34d,ZFM-06305,2023-08-25,2,['SI'],"[0, 1]",
91c200e0-b8e3-4809-9a3c-f568bf644663,ZFM-06305,2023-08-28,2,['SI'],"[0, 1]",
b98f1024-abeb-4b5d-99ae-3fb0cd9068d1,ZFM-06305,2023-08-29,1,['SI'],[0],
56ed83ac-c196-4817-bc37-62c02ba89d47,ZFM-06305,2023-08-31,2,['SI'],"[0, 1]",
4d98e49b-4dcc-436d-8bc5-e11549cdf05b,ZFM-06305,2023-10-05,1,['SI'],[0],
31d6b8ec-e9df-4e7d-9b5d-4b24c616dced,ZFM-06305,2023-10-06,1,['SI'],[0],
eaec375f-360a-4c4a-90e4-69c5cb9fc2e9,ZFM-06948,2023-12-27,1,['SI'],[0],
580d1208-d910-4fc9-8c28-8364c92dbd46,ZFM-06948,2024-01-12,1,['SI'],[0],
f931c7de-cd9a-42e6-a83f-368f77ac334c,ZFM-06948,2024-01-15,1,['SI'],[0],
4a2a79b3-3ff1-476c-a438-6690167eda3e,ZFM-06948,2024-01-16,1,['SI'],[0],
49a8a108-34b9-4611-b887-4465f0260df5,ZFM-06948,2024-01-17,1,['SI'],[0],
c1b69b7c-4ef8-4ad4-871f-b6b30c7e8f63,ZFM-06948,2024-01-18,1,['SI'],[0],
2d6526a6-a19d-487c-a061-f6e2457abc8b,ZFM-06948,2024-01-19,1,['SI'],[0],
80365379-89b1-4140-b0e7-d935f3d16ec7,ZFM-06948,2024-01-24,1,['SI'],[0],
59dada8a-a1c2-4ab5-bc10-b1baefcaaeaa,ZFM-04019,2022-03-18,1,['SNc'],[0],
43a46dbc-884e-44b7-b6be-89c9bca3f45b,ZFM-04019,2022-03-22,1,['SNc'],[0],
a5f8f077-8357-4ed4-934b-70fece1898f8,ZFM-04019,2022-03-23,1,['SNc'],[0],
4f3e65d5-a74b-4470-84ad-e1ef40f7b9ac,ZFM-04019,2022-03-24,1,['SNc'],[0],
7d8ed0b8-63ea-4f1f-961c-5be0b1db46dd,ZFM-04019,2022-03-25,1,['SNc'],[0],
4475c850-42b2-4a13-9e06-3ec5eda13e70,ZFM-04019,2022-03-28,1,['SNc'],[0],
d8f4b6a3-6ce3-49bd-8075-4a3d0ce737fc,ZFM-04019,2022-04-01,1,['SNc'],[0],
3e7f5bf2-8e34-4cae-908d-7edb0ad0aa8a,ZFM-04019,2022-04-05,1,['SNc'],[0],
cfa56986-11cf-4cff-8f2e-6b8eeda6cb44,ZFM-04019,2022-04-06,1,['SNc'],[0],
83874b42-22d1-4057-bf2f-de21ef431a1c,ZFM-04019,2022-04-08,1,['SNc'],[0],
291e25f7-b35f-4d11-815f-1429127059d4,ZFM-04019,2022-06-23,1,['SNc'],[0],
87a8de43-8576-450c-be35-4fccaa4e1d14,ZFM-04019,2022-06-24,1,['SNc'],[0],
e826e0aa-9a2c-4052-a4a7-dd189086ad5e,ZFM-04019,2022-06-29,1,['SNc'],[0],
272372d1-526f-4291-b18c-49d0d4140dbb,ZFM-04019,2022-07-07,1,['SNc'],[0],
4f585aa9-ada0-4e2e-90d4-2542e5dbf782,ZFM-04019,2022-07-08,1,['SNc'],[0],
41cc34ab-deda-480b-b957-380abb2117c0,ZFM-04019,2022-07-13,1,['SNc'],[0],
2252b3ed-f900-4509-bf77-37d47b56da7a,ZFM-04019,2022-07-14,1,['SNc'],[0],
26e1b376-61dd-4d64-b0ab-ac4e6b8b9385,ZFM-04019,2022-07-15,1,['SNc'],[0],
f24c2389-1716-4827-a14c-3a11dee6a754,ZFM-04019,2022-07-19,1,['SNc'],[0],
aa211f0c-94df-4f8a-9775-b8fcec3f5138,ZFM-04019,2022-07-20,1,['SNc'],[0],
68270221-4c79-489c-8d5e-ed859970954c,ZFM-04019,2022-07-25,1,['SNc'],[0],
04482c20-f984-4d90-97d6-6791bae1e6f7,ZFM-04019,2022-07-27,1,['SNc'],[0],
f69347b3-5b5b-4032-b5ea-a4667be6b17b,ZFM-04019,2022-07-28,1,['SNc'],[0],
4649407f-6f77-4edc-977b-a3a017f08f22,ZFM-04019,2022-07-29,1,['SNc'],[0],
1c9d6859-0acd-4e41-9def-a9a08384c18f,ZFM-04019,2022-08-03,1,['SNc'],[0],
b711e28f-607a-4662-bd2e-975f1a645820,ZFM-04019,2022-08-04,1,['SNc'],[0],
ebb0a831-5c1d-453b-8d0b-923c0eae9929,ZFM-04019,2022-09-15,1,['SNc'],[0],
69544b1b-7788-4b41-8cad-2d56d5958526,ZFM-04019,2022-09-16,1,['SNc'],[0],
80bcab5a-20fd-4cc5-8a0e-e1e0149da372,ZFM-04019,2022-09-21,1,['SNc'],[0],
ffb21d02-6b0a-4a90-a1a2-5a721bcfef7b,ZFM-04019,2022-11-24,1,['SNc'],[0],
cb626478-5372-48c2-803f-0d1ac8255564,ZFM-04019,2022-12-29,1,['SNc'],[0],
0f41a88d-6746-4754-b8da-2992dcfcb55d,ZFM-04019,2022-12-30,1,['SNc'],[0],
c8b2c767-4e60-4872-9e20-7a43434c9a5d,ZFM-04019,2023-01-06,1,['SNc'],[0],
9e8c2697-f5f7-42f6-b483-5b9af9c1652e,ZFM-04019,2023-01-10,1,['SNc'],[0],
76f443fb-a06d-4ffd-9725-23d5c0d40386,ZFM-04019,2023-01-11,1,['SNc'],[0],
e316594f-bcdb-42ba-b8e8-68d80a456a34,ZFM-04019,2023-01-12,1,['SNc'],[0],
382c9380-a2f7-411f-949d-a6df6c00747f,ZFM-04019,2023-01-19,1,['SNc'],[0],
89b8ef70-e620-49c2-a0f7-09890ba9fc0e,ZFM-04019,2023-03-02,1,['SNc'],[0],
46fe69ff-d001-4608-a15e-d5e029c14fc3,ZFM-04019,2023-03-16,1,['SNc'],[0],
b5e94727-4842-4e81-830a-2b48b60ecf0b,ZFM-04019,2023-03-22,1,['SNc'],[0],
82114940-6291-4e2c-8d3e-4f3b73c081de,ZFM-04019,2023-03-24,1,['SNc'],[0],
4f99c144-76e2-4f60-90a2-289f952c8eb6,ZFM-04019,2023-03-28,1,['SNc'],[0],
b0d53975-2e58-480f-8703-3a2a05a2bd24,ZFM-04019,2023-04-03,1,['SNc'],[0],
f8980936-90f3-4285-8ec2-a9a051f7f7e4,ZFM-04019,2023-04-04,1,['SNc'],[0],
61e2e055-e7ba-4e10-85ac-50f2ce4e82c5,ZFM-04019,2023-06-27,1,['SNc'],[0],
6353fc85-434d-4fa6-8154-7d376106e455,ZFM-03448,2021-11-08,1,"['SNc', 'SI']",[0],
2cbdbc6f-3060-4fe1-9b86-79011f7bc9cb,ZFM-03448,2021-11-11,1,"['SNc', 'SI']",[0],
bf0bc61a-d0d4-4e30-9268-9f1c8de29952,ZFM-03448,2021-11-19,1,"['SNc', 'SI']",[0],
8fbdb816-4cb7-4cb6-a83d-a403c40c865b,ZFM-03448,2021-11-20,1,"['SNc', 'SI']",[0],
aad8c23e-a563-441e-94ad-c7fda38a699b,ZFM-03448,2021-11-21,2,"['SNc', 'SI']","[0, 1]",
1fea5830-c4a1-4920-b4de-f2a06f86bbeb,ZFM-03448,2021-11-22,1,"['SNc', 'SI']",[0],
fd0d6ee3-59ca-4312-a93c-bc3111c3092b,ZFM-03448,2021-11-24,1,"['SNc', 'SI']",[0],
9b77e235-e9c3-4a11-a8fb-f7d5b436f023,ZFM-03448,2021-11-26,1,"['SNc', 'SI']",[0],
9377cb93-077e-4301-9a5d-718b91244c25,ZFM-03448,2021-11-27,1,"['SNc', 'SI']",[0],
563bda29-4e75-4ed0-b455-e95a69c82132,ZFM-03448,2021-12-07,1,"['SNc', 'SI']",[0],
11587d64-3155-4511-96ce-cdd3360b3437,ZFM-03448,2021-12-09,1,"['SNc', 'SI']",[0],
7c70fe57-183d-4a31-8f14-779fd0bddcf9,ZFM-03448,2021-12-10,1,"['SNc', 'SI']",[0],
2fda2952-9473-428d-9290-dc3d45e0a458,ZFM-03448,2021-12-22,1,"['SNc', 'SI']",[0],
9885a174-af09-411c-a2ec-04dd727dcdd2,ZFM-03448,2022-01-03,1,"['SNc', 'SI']",[0],
80b47579-d12f-48d5-86d4-6bac64932be4,ZFM-03448,2022-01-04,1,"['SNc', 'SI']",[0],
a66fee66-c95f-44e3-90bc-ebf383708e83,ZFM-03448,2022-01-05,1,"['SNc', 'SI']",[0],
2760105b-ab70-4dfb-aac6-b35f1233a1c8,ZFM-03448,2022-01-06,1,"['SNc', 'SI']",[0],
71be340e-14fa-4cc1-9abb-388de75b6488,ZFM-03448,2022-01-07,1,"['SNc', 'SI']",[0],
f6db4990-1a5e-470d-9a55-a494da38c9ff,ZFM-03448,2022-03-18,1,"['SNc', 'SI']",[0],
ef348c98-ff68-4b73-ae00-1931abe26272,ZFM-03448,2022-03-21,1,"['SNc', 'SI']",[0],
a20839e3-1756-4d16-9a7f-a2871651be4d,ZFM-03448,2022-03-23,1,"['SNc', 'SI']",[0],
c4f3df45-15c6-4a63-8463-011f6ead6786,ZFM-03448,2022-03-24,1,"['SNc', 'SI']",[0],
2c12c53e-c176-4428-ab4a-4600b105bfea,ZFM-03448,2022-03-28,1,"['SNc', 'SI']",[0],
7501cfc9-17f1-4940-a932-70ae2ed2c463,ZFM-03448,2022-03-29,1,"['SNc', 'SI']",[0],
213654d5-3de9-4f8b-b751-cea42a038966,ZFM-03448,2022-07-15,1,"['SNc', 'SI']",[0],
fc9d1f13-6138-4ffa-97cf-5dcddc4274f7,ZFM-03448,2022-07-19,1,"['SNc', 'SI']",[0],
1a17fceb-4852-41e9-9c84-9c0531dc6fb4,ZFM-03448,2022-07-20,1,"['SNc', 'SI']",[0],
fc6d3c69-d34c-4a67-a411-9a7cea755d13,ZFM-03448,2022-07-21,1,"['SNc', 'SI']",[0],
8656db14-e23c-41a6-af0e-1d5918ac3727,ZFM-03447,2021-11-06,1,['VTA'],[0],
8475d56f-1f95-413b-adb2-144c117ef92f,ZFM-03447,2021-11-08,1,['VTA'],[0],
f6271673-7bee-4d47-b5bf-cb2c5f3ca869,ZFM-03447,2021-11-10,1,['VTA'],[0],
350e9ddf-a0f7-4ff8-b1d9-00f1ee8640d9,ZFM-03447,2021-11-11,1,['VTA'],[0],
a5fbdff2-ab21-49b7-be37-2e3d50e6d7d5,ZFM-03447,2021-11-19,1,['VTA'],[0],
d4a1fa36-00e8-4309-b070-d96fee4da6d8,ZFM-03447,2021-11-20,1,['VTA'],[0],
2c67c0b2-881d-4fa0-8a6e-ba91b3f65bd1,ZFM-03447,2021-11-22,1,['VTA'],[0],
adc9515f-00f8-4537-bf83-5ae92b18c25f,ZFM-03447,2021-11-26,1,['VTA'],[0],
4fcc8c4a-6eba-47e1-b8ab-4461cafe9424,ZFM-03447,2021-12-07,1,['VTA'],[0],
d294a666-15b4-4573-8335-93cfa402749c,ZFM-03447,2021-12-09,1,['VTA'],[0],
110a243d-aba1-4ff7-b822-305412029194,ZFM-03447,2021-12-10,1,['VTA'],[0],
21d0fe60-f6da-429d-ab90-30345b2fdec3,ZFM-03447,2022-01-03,1,['VTA'],[0],
1188cf92-e377-414b-a261-722f407e5c0d,ZFM-03447,2022-01-04,1,['VTA'],[0],
609c1d6b-efcb-4027-8609-23c6f597ed5a,ZFM-03447,2022-01-05,1,['VTA'],[0],
9d696886-6c84-441e-9150-54d860dc102c,ZFM-03447,2022-01-06,1,['VTA'],[0],
aec11c59-abe3-4b95-a8d8-0a1bc9a5a0bb,ZFM-03447,2022-01-07,1,['VTA'],[0],
9df9120b-c257-4946-aff4-363de9c8c8ad,ZFM-03447,2022-03-18,1,['VTA'],[0],
537a23f7-c243-4f38-9783-3bcb77b09212,ZFM-03447,2022-03-21,1,['VTA'],[0],
db14d055-31c5-4a7e-a09a-3ab89aafa473,ZFM-03447,2022-03-24,1,['VTA'],[0],
99d32415-3e41-468c-a21e-17f30063eb31,ZFM-03447,2022-03-25,1,['VTA'],[0],
c7ce2f64-2e74-4b39-9c32-bb72cba922c1,ZFM-03447,2022-03-28,1,['VTA'],[0],
141cd1ec-1ed3-4407-886f-0d6240c80988,ZFM-03447,2022-03-29,1,['VTA'],[0],
a4646257-d6b7-450b-84f9-49ce09a07402,ZFM-03447,2022-04-01,2,['VTA'],"[0, 1]",
0374a785-00e9-4d5c-8111-ad4df7905b7c,ZFM-03447,2022-04-05,1,['VTA'],[0],
7fabcc8d-09d6-4981-b447-6f7918af9e5e,ZFM-04026,2022-03-18,1,['VTA'],[0],
28291060-39e1-4842-b794-bdb3dc40b851,ZFM-04026,2022-03-21,1,['VTA'],[0],
0d6bc8ad-f724-474c-a41b-1203e6fb816f,ZFM-04026,2022-03-23,1,['VTA'],[0],
ad4cd658-c311-41f2-9141-f9d1b559187f,ZFM-04026,2022-03-24,1,['VTA'],[0],
95a7c668-77d5-4e40-8cf8-cbb67e8b3e5c,ZFM-04026,2022-03-28,1,['VTA'],[0],
e2eb28c5-9198-4275-8845-68838088fdaf,ZFM-04026,2022-03-29,1,['VTA'],[0],
ea36b277-f62b-44e1-827b-93c14d15c55d,ZFM-04026,2022-04-01,1,['VTA'],[0],
7cb37c14-df86-4f0e-94b4-585a66cad97e,ZFM-04026,2022-04-05,1,['VTA'],[0],
c17222b4-e336-4145-b81d-b0bdc4f27392,ZFM-04026,2022-06-23,1,['VTA'],[0],
ee16e42d-6e5f-4613-b703-3b2766c2d00e,ZFM-04026,2022-06-24,1,['VTA'],[0],
230a9de6-54dd-46b3-a5c6-0b4cb1e4e841,ZFM-04026,2022-06-28,1,['VTA'],[0],
74d044a1-6aba-4f3d-bacd-46afa7369feb,ZFM-04026,2022-06-29,1,['VTA'],[0],
0deade5f-dad7-4137-8934-ca266cf61da4,ZFM-04026,2022-07-07,1,['VTA'],[0],
84e93650-3efb-43cf-bf48-25d5009a21c4,ZFM-04026,2022-07-13,1,['VTA'],[0],CRITICAL
5d4e5359-bb38-45ce-90d7-629141255e4f,ZFM-04026,2022-07-14,1,['VTA'],[0],CRITICAL
d2c9b9c1-28e1-47db-a165-54f822ba6c30,ZFM-04026,2022-07-19,1,['VTA'],[0],PASS
5a4cd1ef-d734-4f27-a23b-61229e8f3593,ZFM-04026,2022-07-21,1,['VTA'],[0],PASS
91ffdde6-b175-4ae0-ad18-0f6ec19405e5,ZFM-04026,2022-07-22,1,['VTA'],[0],CRITICAL
78bbffca-cd76-4f00-9c73-9dc2a528ac62,ZFM-04026,2022-07-25,1,['VTA'],[0],CRITICAL
296c7e55-e338-43f2-b5bb-2ad6e0c52436,ZFM-04026,2022-07-27,1,['VTA'],[0],CRITICAL
990aff49-5e4b-4b75-a597-3b4dd3b29720,ZFM-04026,2022-07-28,1,['VTA'],[0],CRITICAL
